time,'Pressure: P (psi)', 'valves: V1'
15:01:39.779000,0.4887585532746823, 'closed'
15:01:40.044000,0.6842619745845552, 'closed'
15:01:40.310000,0.2932551319648094, 'closed'
15:01:40.575000,0.0, 'closed'
15:01:40.825000,0.0, 'closed'
15:01:41.090000,0.0, 'closed'
15:01:41.340000,0.4887585532746823, 'closed'
15:01:41.605000,0.6842619745845552, 'closed'
15:01:41.855000,0.7820136852394917, 'closed'
15:01:42.120000,0.19550342130987292, 'closed'
15:01:42.385000,0.0, 'closed'
15:01:42.635000,0.5865102639296188, 'closed'
15:01:42.900000,0.0, 'closed'
15:01:43.166000,0.19550342130987292, 'closed'
15:01:43.431000,0.0, 'closed'
15:01:43.696000,0.5865102639296188, 'closed'
15:01:43.962000,0.6842619745845552, 'closed'
15:01:44.227000,0.0, 'closed'
15:01:44.492000,0.8797653958944283, 'closed'
15:01:44.758000,0.5865102639296188, 'closed'
15:01:45.008000,0.39100684261974583, 'closed'
15:01:45.273000,0.7820136852394917, 'closed'
15:01:45.523000,0.4887585532746823, 'closed'
15:01:45.788000,0.7820136852394917, 'closed'
15:01:46.053000,0.5865102639296188, 'closed'
15:01:46.303000,0.7820136852394917, 'closed'
15:01:46.568000,0.09775171065493646, 'closed'
15:01:46.834000,0.0, 'closed'
15:01:47.099000,0.5865102639296188, 'closed'
15:01:47.349000,0.5865102639296188, 'closed'
15:01:47.614000,0.5865102639296188, 'closed'
15:01:47.864000,0.0, 'closed'
15:01:48.129000,0.0, 'closed'
15:01:48.394000,0.2932551319648094, 'closed'
15:01:48.660000,0.0, 'closed'
15:01:48.925000,0.0, 'closed'
15:01:49.175000,0.19550342130987292, 'closed'
15:01:49.425000,0.8797653958944283, 'closed'
15:01:49.690000,0.0, 'closed'
15:01:49.955000,0.7820136852394917, 'closed'
15:01:50.205000,0.0, 'closed'
15:01:50.470000,0.0, 'closed'
15:01:50.736000,0.4887585532746823, 'closed'
15:01:51.001000,0.09775171065493646, 'closed'
15:01:51.251000,0.7820136852394917, 'closed'
15:01:51.516000,0.0, 'closed'
15:01:51.781000,0.4887585532746823, 'closed'
15:01:52.047000,0.2932551319648094, 'closed'
15:01:52.312000,0.19550342130987292, 'closed'
15:01:52.577000,0.09775171065493646, 'closed'
15:01:52.843000,0.09775171065493646, 'closed'
15:01:53.092000,0.09775171065493646, 'closed'
15:01:53.358000,0.2932551319648094, 'closed'
15:01:53.623000,0.0, 'closed'
15:01:53.873000,0.39100684261974583, 'closed'
15:01:54.216000,0.0, 'closed'
15:01:54.403000,0.39100684261974583, 'closed'
15:01:54.669000,0.0, 'closed'
15:01:54.919000,0.19550342130987292, 'closed'
15:01:55.184000,0.5865102639296188, 'closed'
15:01:55.449000,0.2932551319648094, 'closed'
15:01:55.699000,0.09775171065493646, 'closed'
15:01:55.980000,0.0, 'closed'
15:01:56.214000,0.0, 'closed'
15:01:56.479000,0.39100684261974583, 'closed'
15:01:56.745000,0.39100684261974583, 'closed'
15:01:57.010000,0.39100684261974583, 'closed'
15:01:57.260000,0.2932551319648094, 'closed'
15:01:57.525000,0.19550342130987292, 'closed'
15:01:57.775000,0.0, 'closed'
15:01:58.040000,0.0, 'closed'
15:01:58.305000,0.09775171065493646, 'closed'
15:01:58.555000,0.0, 'closed'
15:01:58.821000,0.4887585532746823, 'closed'
15:01:59.086000,0.39100684261974583, 'closed'
15:01:59.336000,0.09775171065493646, 'closed'
15:01:59.601000,0.19550342130987292, 'closed'
15:01:59.866000,0.0, 'closed'
15:02:00.132000,0.2932551319648094, 'closed'
15:02:00.397000,0.8797653958944283, 'closed'
